#query	fasta/L.Spr.C.1300m.fa	fasta/M.Fall.O.105m.fa	fasta/L.Win.O.10m.fa	fasta/SMS.Spr.C.5m.fa	fasta/M.Fall.I.10m.fa	fasta/L.Sum.O.2000m.fa	fasta/M.Fall.O.1000m.fa	fasta/M.Fall.O.4300m.fa	fasta/L.Spr.I.2000m.fa	fasta/L.Spr.C.1000m.fa	fasta/L.Spr.O.2000m.fa	fasta/M.Fall.C.10m.fa	fasta/L.Spr.O.10m.fa	fasta/SFC.Spr.C.5m.fa	fasta/SFS.Spr.C.5m.fa	fasta/L.Sum.O.500m.fa	fasta/L.Spr.I.10m.fa	fasta/L.Sum.O.10m.fa	fasta/L.Spr.I.500m.fa	fasta/L.Spr.C.10m.fa	fasta/GD.Spr.C.8m.fa	fasta/M.Fall.I.42m.fa	fasta/L.Win.O.1000m.fa	fasta/L.Win.O.500m.fa	fasta/M.Fall.O.10m.fa	fasta/SFD.Spr.C.5m.fa	fasta/L.Spr.O.1000m.fa	fasta/STC.Spr.C.5m.fa	fasta/L.Spr.I.1000m.fa	fasta/L.Sum.O.1000m.fa	fasta/L.Spr.C.500m.fa	fasta/L.Win.O.2000m.fa	fasta/GF.Spr.C.9m.fa
./HOT/HOT226_1_0500m/HOT226_1_0500m.fastq	1	1	1	1	1	1	0.295981	1	1	1	1	1	1	1	1	0.295981	1	1	1	1	1	1	0.295981	1	1	1	1	1	1	1	0.295981	1	1
./HOT/HOT238_1_0025m/HOT238_1_0025m.fastq	1	0.263022	1	1	0.295981	1	1	1	1	1	1	0.295981	1	1	1	1	1	1	1	0.295981	1	1	1	1	1	1	1	1	1	1	1	1	0.295981
./HOT/HOT234_3_0025m/HOT234_3_0025m.fastq	1	0.295981	0.295981	1	1	1	1	1	1	1	1	1	0.295981	1	1	0.295981	1	1	1	1	0.295981	1	1	1	0.295981	1	1	0.295981	1	1	1	1	0.295981
./HOT/HOT233_1_1000m/HOT233_1_1000m.fastq	1	1	1	1	1	1	1	0.295981	1	1	1	1	1	1	1	0.295981	1	0.295981	1	1	1	1	1	1	1	0.295981	1	0.295981	1	0.295981	0.295981	1	1
./HOT/HOT227_1_0770m/HOT227_1_0770m.fastq	1	1	1	1	1	1	0.295981	1	1	1	1	1	1	0.295981	1	0.295981	1	1	1	1	0.295981	1	1	1	1	1	1	1	1	1	1	1	1
./HOT/HOT234_2_0125m/HOT234_2_0125m.fastq	1	0.23011	0.295981	1	0.295981	1	1	1	1	1	1	0.263022	1	0.295981	1	0.295981	1	1	1	1	1	1	1	1	1	0.295981	1	0.295981	1	1	1	1	1
./HOT/HOT238_1_0075m/HOT238_1_0075m.fastq	1	1	1	1	0.263022	1	1	1	1	1	1	0.295981	1	0.295981	1	0.295981	1	1	1	0.295981	1	1	1	1	1	1	1	0.295981	1	1	1	1	0.295981
./HOT/HOT237_0500m/HOT237_0500m.fastq	1	1	1	1	1	1	0.295981	1	1	1	1	0.295981	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.295981	1	1
./HOT/HOT229_1_0500m/HOT229_1_0500m.fastq	1	1	1	1	1	1	0.295981	0.295981	1	1	1	0.295981	1	1	1	0.295981	1	0.295981	1	1	1	1	1	1	1	1	1	1	1	0.295981	0.295981	1	1
./HOT/HOT233_1c_0200m/HOT233_1c_0200m.fastq	0.295981	0.263022	1	1	0.263022	1	1	1	1	1	1	0.263022	1	0.243761	0.295981	0.295981	1	1	1	1	1	1	1	1	1	0.263022	1	0.263022	1	1	1	1	1
./HOT/HOT234_1_0770m/HOT234_1_0770m.fastq	0.295981	0.295981	1	1	0.295981	1	0.295981	0.263022	1	1	1	1	1	0.295981	1	0.295981	0.295981	1	1	1	1	1	0.295981	1	1	1	1	1	0.295981	1	0.263022	1	1
./HOT/HOT237_2_1000m/HOT237_2_1000m.fastq	1	1	1	1	1	1	0.295981	0.263022	1	0.263022	1	1	1	1	1	0.295981	1	1	1	1	1	1	1	1	1	0.295981	0.295981	1	0.295981	1	1	1	1
./HOT/HOT236_2_0500m/HOT236_2_0500m.fastq	1	1	1	1	1	1	0.243761	1	1	1	1	0.263022	1	0.295981	0.295981	0.295981	1	1	1	1	1	1	0.295981	1	1	1	1	0.263022	1	1	0.243761	1	1
./HOT/HOT231_1_1000m/HOT231_1_1000m.fastq	1	1	1	1	1	1	0.263022	0.295981	1	1	1	0.295981	1	1	1	0.295981	1	1	1	1	1	1	0.295981	1	1	0.295981	1	1	1	1	0.295981	0.295981	1
./HOT/HOT224_1_0770m/HOT224_1_0770m.fastq	0.295981	1	1	0.295981	1	1	0.243761	1	1	1	1	1	1	0.295981	1	0.295981	1	1	1	1	1	1	1	0.295981	1	1	0.295981	1	1	1	0.243761	1	1
./HOT/HOT232_1_0770m/HOT232_1_0770m.fastq	1	0.295981	1	1	1	1	0.243761	0.263022	1	1	1	0.295981	1	0.295981	1	0.295981	1	0.295981	1	1	1	1	0.295981	1	1	1	0.295981	1	1	0.295981	0.295981	0.295981	1
./HOT/HOT238_1_0125m/HOT238_1_0125m.fastq	0.295981	1	1	1	1	1	1	1	1	1	1	0.295981	1	0.263022	0.295981	0.295981	1	1	1	1	1	1	1	1	1	0.263022	1	0.295981	1	1	1	1	1
./HOT/HOT226_1_0200m/HOT226_1_0200m.fastq	1	0.295981	1	0.295981	1	1	1	1	1	1	1	1	1	0.295981	1	0.295981	1	1	1	1	1	1	0.295981	1	1	1	0.295981	0.263022	0.295981	1	1	1	1
./HOT/HOT231_2_0025m/HOT231_2_0025m.fastq	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.295981	1	1	1	1	1	1	0.295981	1	0.295981	0.295981	1	1	1	1	1	1	0.295981
./HOT/HOT227_1_0045m/HOT227_1_0045m.fastq	1	0.295981	1	0.263022	0.295981	1	1	1	1	1	1	0.263022	1	0.263022	0.243761	0.295981	1	1	1	0.295981	1	0.295981	1	1	1	0.295981	1	0.295981	1	1	1	1	0.263022
./HOT/HOT231_1_0075m/HOT231_1_0075m.fastq	1	1	1	1	0.243761	1	1	1	1	1	1	0.23011	1	0.295981	0.295981	0.295981	1	0.295981	1	1	1	1	1	1	0.295981	0.243761	1	0.263022	1	0.295981	1	1	0.263022
./HOT/HOT229_3_0500m/HOT229_3_0500m.fastq	1	0.295981	1	1	1	1	0.243761	0.263022	1	1	1	0.295981	1	0.295981	1	0.295981	1	1	1	1	1	1	0.295981	1	1	0.295981	1	0.295981	0.295981	1	0.263022	1	1
./HOT/HOT229_1_1000m/HOT229_1_1000m.fastq	1	1	1	1	1	1	0.263022	0.295981	1	1	1	1	1	1	1	0.295981	1	0.295981	1	1	1	1	0.295981	1	1	1	0.295981	1	1	0.295981	0.295981	1	1
./HOT/HOT232_1_0500m/HOT232_1_0500m.fastq	1	0.295981	1	1	1	1	1	0.295981	1	1	1	0.295981	1	1	0.295981	0.295981	1	1	1	1	1	1	1	1	1	1	1	0.295981	1	1	0.295981	0.295981	1
./HOT/HOT232_2_0500m/HOT232_2_0500m.fastq	1	0.295981	1	0.263022	1	0.295981	0.23011	0.263022	1	1	1	0.263022	1	0.295981	1	0.295981	1	0.295981	1	1	1	1	1	1	1	1	1	1	1	0.295981	0.263022	1	1
./HOT/HOT237_2_0075m/HOT237_2_0075m.fastq	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.295981	1	1	1	0.263022	1	1	1	1	1	1	1	0.263022	1	1	1	1	0.295981
./HOT/HOT237_3_0125m/HOT237_3_0125m.fastq	1	0.295981	0.295981	1	1	1	1	1	1	1	1	0.263022	1	1	1	0.295981	1	1	1	1	0.295981	1	1	1	1	1	1	0.295981	1	1	1	1	1
./HOT/HOT237_1_0025m/HOT237_1_0025m.fastq	1	1	1	0.295981	0.295981	1	1	1	1	1	1	1	1	1	0.295981	0.295981	1	1	1	1	1	1	1	1	1	1	1	0.295981	1	1	1	1	1
./HOT/HOT225_1_0125m/HOT225_1_0125m.fastq	1	1	0.295981	1	1	1	1	1	1	1	1	0.295981	1	1	0.295981	0.295981	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
